Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
07-05-2003,WIPRO,EQ,912.9,923.25,940,916.55,918.25,919.85,928.11,1093463,1.01486E+14,,165329,0.1512
08-05-2003,WIPRO,EQ,919.85,917.8,926.9,901.25,901.3,903.35,912.01,639413,5.83152E+13,,48420,0.0757
09-05-2003,WIPRO,EQ,903.35,896,904.8,880.05,891.55,890.05,889.91,609205,5.42138E+13,,45503,0.0747
12-05-2003,WIPRO,EQ,890.05,896.2,907.9,872.8,875.6,876.8,886.39,433330,3.84099E+13,,58000,0.1338
13-05-2003,WIPRO,EQ,876.8,880,906.65,874.25,899,901.6,890.72,795884,7.08908E+13,,134003,0.1684
14-05-2003,WIPRO,EQ,901.6,896.8,910,894.25,902,902.5,902.41,405205,3.65661E+13,,32800,0.0809
15-05-2003,WIPRO,EQ,902.5,898.8,910,890,908,905.05,899.24,383458,3.44821E+13,,67947,0.1772
16-05-2003,WIPRO,EQ,905.05,916,948.95,906.15,943,941.45,926.61,797314,7.38798E+13,,171656,0.2153
19-05-2003,WIPRO,EQ,941.45,941,947.7,895,900.9,903,922.68,637863,5.88542E+13,,89317,0.14
20-05-2003,WIPRO,EQ,903,891.9,912,886,908,905.55,899.99,696830,6.27137E+13,,101462,0.1456
21-05-2003,WIPRO,EQ,905.55,911.8,912.8,852.2,858,859.45,877.92,997006,8.75288E+13,,210992,0.2116
22-05-2003,WIPRO,EQ,859.45,863.9,864.8,818,819.25,826,834.53,958914,8.00243E+13,,201170,0.2098
23-05-2003,WIPRO,EQ,826,835.1,844,808.1,822,823.05,825.34,927357,7.65384E+13,,120969,0.1304
26-05-2003,WIPRO,EQ,823.05,826,828,797.4,809.1,811.05,809.53,696694,5.63997E+13,,85357,0.1225
27-05-2003,WIPRO,EQ,811.05,814.8,833.8,800.05,802,807.5,818.12,717301,5.8684E+13,,92185,0.1285
28-05-2003,WIPRO,EQ,807.5,824.7,844.7,814,842,839.8,828.48,644012,5.33552E+13,,117309,0.1822
29-05-2003,WIPRO,EQ,839.8,845,847,819,823,824.85,833.2,718180,5.98386E+13,,176259,0.2454
30-05-2003,WIPRO,EQ,824.85,835,835,805,806,806.15,817.46,511288,4.17958E+13,,119915,0.2345
02-06-2003,WIPRO,EQ,806.15,817.85,829,815.25,818,820.55,823.26,601134,4.9489E+13,,221781,0.3689
03-06-2003,WIPRO,EQ,820.55,825,840,825,828,827.5,832.39,919702,7.65547E+13,,195084,0.2121
04-06-2003,WIPRO,EQ,827.5,832,843.1,830.25,835.6,834.25,836.42,462555,3.86889E+13,,97758,0.2113
05-06-2003,WIPRO,EQ,834.25,848.45,876.2,842.3,860.2,862.6,861.19,1052548,9.06447E+13,,232808,0.2212
06-06-2003,WIPRO,EQ,862.6,873.15,875,851.5,870.15,870.8,863.89,579276,5.00429E+13,,126069,0.2176
09-06-2003,WIPRO,EQ,870.8,820,861.25,820,849.7,849.2,849.56,556624,4.72884E+13,,137364,0.2468
10-06-2003,WIPRO,EQ,849.2,825.15,843.9,823,828.1,830.1,833.69,547555,4.56491E+13,,104373,0.1906
11-06-2003,WIPRO,EQ,830.1,837,844.7,826.05,830.8,831.35,835.41,394728,3.29761E+13,,48617,0.1232
12-06-2003,WIPRO,EQ,831.35,840,843.7,832.5,841.5,839.6,838.54,303218,2.5426E+13,,66165,0.2182
13-06-2003,WIPRO,EQ,839.6,850.1,863,846,846.5,849.7,854.35,514653,4.39693E+13,,67075,0.1303
16-06-2003,WIPRO,EQ,849.7,846.5,859,835.5,853.8,852.75,850.1,529084,4.49775E+13,,90759,0.1715
17-06-2003,WIPRO,EQ,852.75,874.85,904.7,873.2,899.7,897.55,896.34,1124595,1.00802E+14,,330216,0.2936
18-06-2003,WIPRO,EQ,897.55,915,939,915,926,924.75,926.66,900572,8.34524E+13,,399050,0.4431
19-06-2003,WIPRO,EQ,924.75,925,927,903.25,906.1,909.15,911.47,387259,3.52974E+13,,62594,0.1616
20-06-2003,WIPRO,EQ,909.15,904.85,934.8,890.6,931,929.75,917.05,674059,6.18148E+13,,109082,0.1618
23-06-2003,WIPRO,EQ,929.75,931.85,934.85,907.15,910.4,913.25,920.57,368137,3.38895E+13,,52724,0.1432
24-06-2003,WIPRO,EQ,913.25,900.2,909.95,883.2,890,888.95,897.38,682949,6.12862E+13,,156267,0.2288
25-06-2003,WIPRO,EQ,888.95,897.8,909.45,890.2,898.15,902.6,902.77,415911,3.75473E+13,,94285,0.2267
26-06-2003,WIPRO,EQ,902.6,902.1,918.7,902.1,916.5,915.3,913.58,506712,4.62921E+13,,110519,0.2181
27-06-2003,WIPRO,EQ,915.3,934,943.85,925.05,933.5,935.3,935.66,491979,4.60326E+13,,113265,0.2302
30-06-2003,WIPRO,EQ,935.3,940,960.1,932.05,948,947.8,950.45,497612,4.72956E+13,,82937,0.1667
01-07-2003,WIPRO,EQ,947.8,956,960,931.3,934.9,935.15,941.46,462268,4.35205E+13,,54371,0.1176
02-07-2003,WIPRO,EQ,935.15,951.05,954,906,910.95,912.55,929.78,381064,3.54304E+13,,61295,0.1609
03-07-2003,WIPRO,EQ,912.55,930.6,934,870.6,910.1,907.8,904,693062,6.26526E+13,,118815,0.1714
04-07-2003,WIPRO,EQ,907.8,905,908,890.1,902,901.75,899.8,276147,2.48478E+13,,39770,0.144
07-07-2003,WIPRO,EQ,901.75,904.1,921.95,892.35,917,917.35,908.81,285968,2.59891E+13,,65380,0.2286
08-07-2003,WIPRO,EQ,917.35,930.15,943.75,927.15,936.05,938.1,935.23,438005,4.09635E+13,,118172,0.2698
09-07-2003,WIPRO,EQ,938.1,911,948,900,910.05,918.35,928.94,350708,3.25785E+13,,101004,0.288
10-07-2003,WIPRO,EQ,918.35,952,1020.9,952,1006,1005.5,995.21,1100750,1.09548E+14,,277762,0.2523
11-07-2003,WIPRO,EQ,1005.5,1008.25,1008.25,946.4,955,953.7,961.9,899885,8.65598E+13,,279285,0.3104
14-07-2003,WIPRO,EQ,953.7,990,992,962.15,964.7,968,977.09,457422,4.46943E+13,,67352,0.1472
15-07-2003,WIPRO,EQ,968,955,965,925,951.9,945.5,940.62,537478,5.0556E+13,,117436,0.2185
16-07-2003,WIPRO,EQ,945.5,958,982.1,937,978.8,974.65,966.33,554843,5.36162E+13,,137232,0.2473
17-07-2003,WIPRO,EQ,974.65,970,975,925.2,929.8,935.95,949.12,599460,5.68959E+13,,95240,0.1589
18-07-2003,WIPRO,EQ,935.95,841.35,930.7,841.35,924,916.65,890.15,1483918,1.32091E+14,,234719,0.1582
21-07-2003,WIPRO,EQ,916.65,918,918,879,884.1,885.1,892.01,469925,4.1918E+13,,43421,0.0924
22-07-2003,WIPRO,EQ,885.1,860,904,860,902,898.45,886.98,581773,5.16019E+13,,59524,0.1023
23-07-2003,WIPRO,EQ,898.45,910.15,937.25,901.15,917,925.2,921.68,722757,6.66151E+13,,99548,0.1377
24-07-2003,WIPRO,EQ,925.2,924.8,929.7,910.15,917.15,917.1,918.45,680772,6.25257E+13,,201161,0.2955
25-07-2003,WIPRO,EQ,917.1,919,935,914,928,929.35,925.63,465055,4.30469E+13,,74504,0.1602
28-07-2003,WIPRO,EQ,929.35,935.6,967.2,930.35,963,955.6,952.96,767386,7.31289E+13,,122201,0.1592
29-07-2003,WIPRO,EQ,955.6,959.8,963.15,941.1,947.8,949.7,950.34,480944,4.57061E+13,,71952,0.1496
30-07-2003,WIPRO,EQ,949.7,957.75,963,934,936,941.15,949.82,374593,3.55797E+13,,50419,0.1346
31-07-2003,WIPRO,EQ,941.15,935.25,967,930.35,940,947.6,951,802755,7.63422E+13,,162287,0.2022
01-08-2003,WIPRO,EQ,947.6,956,999.9,950.1,998,986.6,975.42,751729,7.33255E+13,,182797,0.2432
04-08-2003,WIPRO,EQ,986.6,980,1004,943.6,986,989.5,985.7,584511,5.7615E+13,,72830,0.1246
05-08-2003,WIPRO,EQ,989.5,992.15,998.9,952.1,953.8,958.2,973.08,524012,5.09906E+13,,82254,0.157
06-08-2003,WIPRO,EQ,958.2,947.85,958,916.1,923.5,921.75,935.46,438617,4.10309E+13,,63398,0.1445
07-08-2003,WIPRO,EQ,921.75,916.1,939,915.6,934.5,934.15,931.04,469749,4.37357E+13,,59460,0.1266
08-08-2003,WIPRO,EQ,934.15,943,963,934.15,957.05,959,946.28,410985,3.88906E+13,,62477,0.152
11-08-2003,WIPRO,EQ,959,952,956.5,941,941.1,945.9,949.24,230298,2.18608E+13,,31002,0.1346
12-08-2003,WIPRO,EQ,945.9,945,951,920.15,922,924.85,933.71,302392,2.82347E+13,,58949,0.1949
13-08-2003,WIPRO,EQ,924.85,935,939.9,922.1,925.9,927.25,931.4,263204,2.45149E+13,,50417,0.1916
14-08-2003,WIPRO,EQ,927.25,931.9,931.9,910.2,912.05,912.8,921.66,187846,1.7313E+13,,29009,0.1544
18-08-2003,WIPRO,EQ,912.8,927,930,903.1,904,912.35,916.19,327968,3.00482E+13,,81985,0.25
19-08-2003,WIPRO,EQ,912.35,925,940,920,925,924.8,929.59,339870,3.15941E+13,,129789,0.3819
20-08-2003,WIPRO,EQ,924.8,936,958,935.55,952,951.65,948.92,519686,4.93138E+13,,218920,0.4213
21-08-2003,WIPRO,EQ,951.65,960,995,960,991.25,981.45,971.03,332624,3.22989E+13,,104717,0.3148
22-08-2003,WIPRO,EQ,981.45,1006.6,1100,965.15,979,973.1,983.53,446202,4.38855E+13,,99118,0.2221
25-08-2003,WIPRO,EQ,973.1,988.7,994.7,931,953,949.7,966.82,640238,6.18993E+13,,82284,0.1285
26-08-2003,WIPRO,EQ,949.7,949.7,983.85,949.7,982,976.35,971.29,461602,4.48352E+13,,145755,0.3158
27-08-2003,WIPRO,EQ,976.35,990.15,1042,990,1018.6,1020.1,1020.75,1022921,1.04414E+14,,223940,0.2189
28-08-2003,WIPRO,EQ,1020.1,1039,1079,1030,1075,1069.9,1058.92,738002,7.81486E+13,,166975,0.2263
29-08-2003,WIPRO,EQ,1069.9,1098,1132,1051.25,1060,1068.85,1100.35,856872,9.4286E+13,,139787,0.1631
01-09-2003,WIPRO,EQ,1068.85,1080.6,1122,1066.15,1118,1107.5,1091.8,500263,5.46188E+13,,93753,0.1874
02-09-2003,WIPRO,EQ,1107.5,1111.1,1139.7,1100.1,1136,1135.15,1127.03,699197,7.88014E+13,,107323,0.1535
03-09-2003,WIPRO,EQ,1135.15,1160,1174.4,1099,1120.15,1111.15,1143.51,899318,1.02838E+14,,168338,0.1872
04-09-2003,WIPRO,EQ,1111.15,1121.15,1197,1121.15,1192,1187.3,1164.61,1105242,1.28718E+14,,267563,0.2421
05-09-2003,WIPRO,EQ,1187.3,1202.15,1254,1178.2,1250,1246.05,1221.64,1132414,1.3834E+14,,149867,0.1323
08-09-2003,WIPRO,EQ,1246.05,1261,1285,1244,1269.15,1267.95,1262.7,736114,9.29491E+13,,144919,0.1969
09-09-2003,WIPRO,EQ,1267.95,1282,1333,1263.3,1300,1288.2,1303.57,1251048,1.63083E+14,,184023,0.1471
10-09-2003,WIPRO,EQ,1288.2,1325,1326,1232,1262.5,1266.45,1267.46,908005,1.15086E+14,,152185,0.1676
11-09-2003,WIPRO,EQ,1266.45,1248,1254,1215.1,1215.1,1223.2,1232.06,934354,1.15118E+14,,241924,0.2589
12-09-2003,WIPRO,EQ,1223.2,1240,1253,1180.1,1180.1,1190.45,1212.27,1085735,1.3162E+14,,185716,0.1711
15-09-2003,WIPRO,EQ,1190.45,1199,1199,1101,1109,1108.85,1144.36,835326,9.55917E+13,,133031,0.1593
16-09-2003,WIPRO,EQ,1108.85,1095,1204.7,1090.25,1199.9,1194.85,1157.35,960738,1.11191E+14,,144013,0.1499
17-09-2003,WIPRO,EQ,1194.85,1245,1251.95,1175.15,1185,1191.75,1217.61,1040766,1.26724E+14,,165147,0.1587
18-09-2003,WIPRO,EQ,1191.75,1198.2,1198.2,1122,1139.9,1131.6,1162.45,828064,9.62586E+13,,73596,0.0889
19-09-2003,WIPRO,EQ,1131.6,1148,1169.6,1096.65,1165,1150.2,1133.3,983103,1.11415E+14,,94600,0.0962
22-09-2003,WIPRO,EQ,1150.2,1169.7,1174.7,1125.1,1125.1,1129.65,1143.47,637239,7.28663E+13,,120694,0.1894
23-09-2003,WIPRO,EQ,1129.65,1116.8,1147.8,1105.15,1145,1141.5,1122.7,607818,6.824E+13,,80049,0.1317
24-09-2003,WIPRO,EQ,1141.5,1160,1202.25,1142.15,1198.5,1197,1173.42,680508,7.98523E+13,,118733,0.1745
25-09-2003,WIPRO,EQ,1197,1170,1200,1162.1,1188.25,1179.35,1179.1,678105,7.99554E+13,,126387,0.1864
26-09-2003,WIPRO,EQ,1179.35,1185,1249.7,1170,1249.4,1245.6,1223.04,1172955,1.43457E+14,,140330,0.1196
29-09-2003,WIPRO,EQ,1245.6,1235.15,1271.7,1231,1244,1243.55,1251.54,860394,1.07682E+14,,137405,0.1597
30-09-2003,WIPRO,EQ,1243.55,1261,1265,1242.1,1251,1255.75,1251.96,606804,7.59696E+13,,99260,0.1636
01-10-2003,WIPRO,EQ,1255.75,1247,1277.8,1230.2,1245,1247.55,1256.26,723988,9.09514E+13,,119426,0.165
03-10-2003,WIPRO,EQ,1247.55,1264,1270.7,1206,1216,1216.75,1238.63,941174,1.16576E+14,,147362,0.1566
06-10-2003,WIPRO,EQ,1216.75,1234.2,1256,1230.2,1239.8,1237.85,1244.72,583598,7.26418E+13,,144667,0.2479
07-10-2003,WIPRO,EQ,1237.85,1245.15,1271.7,1224,1232.2,1232.05,1247.01,738140,9.20467E+13,,136798,0.1853
08-10-2003,WIPRO,EQ,1232.05,1240,1240.85,1180,1218.3,1212.35,1212.92,752997,9.13329E+13,,107799,0.1432
09-10-2003,WIPRO,EQ,1212.35,1220.15,1258,1212.5,1243.1,1244.05,1236.83,709998,8.7815E+13,,167592,0.236
10-10-2003,WIPRO,EQ,1244.05,1310,1359,1255,1359,1347.15,1313.99,1276774,1.67766E+14,,180684,0.1415
13-10-2003,WIPRO,EQ,1347.15,1370,1410,1363,1370,1371.8,1385.49,696430,9.649E+13,,87507,0.1257
14-10-2003,WIPRO,EQ,1371.8,1400,1478,1324.1,1335,1334.45,1365.68,797153,1.08866E+14,,106199,0.1332
15-10-2003,WIPRO,EQ,1334.45,1344,1365,1296.1,1343,1333.55,1321.69,856971,1.13265E+14,,161871,0.1889
16-10-2003,WIPRO,EQ,1333.55,1358,1395,1345,1377,1379.4,1376.02,812112,1.11748E+14,,124376,0.1532
17-10-2003,WIPRO,EQ,1379.4,1517,1517,1385,1417,1419.4,1409.08,997623,1.40573E+14,,181862,0.1823
20-10-2003,WIPRO,EQ,1419.4,1425,1425,1360.6,1366.95,1372.15,1390.73,704414,9.79648E+13,,121114,0.1719
21-10-2003,WIPRO,EQ,1372.15,1380,1380,1307.65,1315,1318.25,1339.7,643821,8.62527E+13,,76060,0.1181
22-10-2003,WIPRO,EQ,1318.25,1321,1335,1253,1263,1268.6,1286.54,813614,1.04675E+14,,182760,0.2246
23-10-2003,WIPRO,EQ,1268.6,1263.9,1274.7,1224.5,1234.9,1232.15,1241.12,647016,8.03026E+13,,120734,0.1866
24-10-2003,WIPRO,EQ,1232.15,1231,1294.9,1225.6,1290.15,1284.8,1258.13,571619,7.19169E+13,,68137,0.1192
25-10-2003,WIPRO,EQ,1284.8,1319,1319,1277,1282,1283.4,1286.4,110782,1.4251E+13,,,
27-10-2003,WIPRO,EQ,1283.4,1281,1281,1225.15,1225.65,1229.9,1247.23,411150,5.128E+13,,113319,0.2171
